"S1.bam" "S10.bam" "S11.bam" "S12.bam" "S2.bam" "S3.bam" "S4.bam" "S5.bam" "S6.bam" "S7.bam" "S8.bam" "S9.bam"
"hypothetical protein_134" 626 808 642 967 446 632 633 510 731 344 467 697
"WecB/TagA/CpsF family glycosyltransferase" 477 305 278 491 310 464 381 305 415 236 281 444
"glycosyltransferase_12" 442 580 423 526 371 542 413 416 539 256 324 512
"glycosyltransferase family 2 protein_6" 501 1117 868 877 581 833 743 639 754 425 554 860
"glucokinase" 1192 968 710 1016 831 1275 1117 981 1426 634 929 1165
"translocation/assembly module TamB domain-containing protein" 3387 2689 1866 2363 3534 5200 4180 3859 5172 1703 2149 3425
"BamA/TamA family outer membrane protein" 2798 1872 1330 1574 2483 3639 2721 2256 3220 1083 1471 2216
"urate hydroxylase PuuD" 62 129 128 148 85 132 156 112 168 66 123 172
"LysR family transcriptional regulator_6" 217 181 141 190 208 305 219 242 325 225 272 425
"hydroxyisourate hydrolase" 308 392 308 310 430 554 440 358 531 340 483 701
"allantoinase PuuE" 299 568 470 565 335 529 404 377 471 260 407 585
"ureidoglycolate lyase" 60 128 98 148 86 129 110 109 133 67 91 131
"purine permease" 334 655 516 819 299 424 460 358 534 172 261 390
"glyceraldehyde-3-phosphate dehydrogenase" 1035 1623 1300 1499 893 1302 1057 905 1212 603 795 1326
"hypothetical protein_135" 451 755 584 1011 380 536 505 560 527 335 482 715
"(S)-ureidoglycine aminohydrolase" 117 130 116 78 122 177 154 145 225 65 108 157
"helix-turn-helix domain-containing protein_14" 125 101 109 170 98 146 151 114 153 94 142 223
"glutamine synthetase family protein_1" 118 227 161 234 109 198 159 115 175 137 188 232
"glycine cleavage system protein GcvH_2" 2468 2242 1852 2675 2206 3151 2315 2331 2976 1807 2362 3676
"aminomethyl-transferring glycine dehydrogenase_2" 4430 1732 1633 3351 3524 5922 3705 3516 4896 2584 3514 4467
"acyl-CoA dehydrogenase family protein_2" 444 597 423 755 512 764 719 641 823 493 863 904
"7-cyano-7-deazaguanine synthase QueC" 89 512 351 463 106 148 128 118 175 529 666 994
"6-carboxytetrahydropterin synthase QueD" 12 137 79 103 15 23 16 31 37 138 173 293
"7-carboxy-7-deazaguanine synthase QueE" 102 380 282 728 78 110 77 54 76 412 476 661
"preQ(1) synthase" 133 391 232 411 114 152 105 123 142 427 579 868
"tRNA pseudouridine(38-40) synthase TruA" 1063 535 338 307 786 1174 845 745 1228 354 519 716
"YcjX family protein" 866 872 656 978 691 1102 785 556 913 752 1070 1349
"GNAT family N-acetyltransferase_6" 328 453 392 399 373 610 419 351 570 452 612 875
"TIGR01620 family protein" 1050 614 539 1177 560 914 714 456 723 590 873 1240
"group III truncated hemoglobin" 132 115 99 76 114 118 126 96 143 128 229 308
"SDR family oxidoreductase_4" 151 225 159 314 138 248 214 158 213 171 278 298
"DUF2269 domain-containing protein" 96 141 86 86 116 129 131 99 118 87 106 179
"isoleucine--tRNA ligase" 4788 5268 3968 6031 4203 6328 4774 4418 6358 4628 5578 8975
"hypothetical protein_136" 20 125 112 185 23 44 19 20 26 68 106 104
"methylated-DNA--[protein]-cysteine S-methyltransferase_1" 74 109 103 160 109 123 83 112 116 70 90 113
"CDP-alcohol phosphatidyltransferase family protein_1" 1388 1208 772 766 926 1330 1358 1239 1613 566 839 1289
"hypothetical protein_137" 214 785 644 933 295 335 958 935 1268 218 322 551
"tyrosine recombinase XerC" 540 347 262 289 516 734 537 577 683 225 269 445
"DUF484 family protein" 1233 1189 837 1098 1036 1581 1413 1231 1667 695 981 1470
"fructose-6-phosphate aldolase" 8581 5138 3768 6062 5604 8334 6212 5823 8430 4542 5556 9348
"primosomal protein N'" 598 501 342 599 509 652 531 479 643 297 429 666
"YeeE/YedE family protein_1" 11 10 22 24 17 17 27 13 16 37 70 49
"MFS transporter_8" 453 631 429 408 505 706 778 572 734 371 439 698
"50S ribosomal protein L11 methyltransferase_1" 1303 900 640 915 904 1586 1210 1053 1523 735 786 1412
"hypothetical protein_138" 4962 8540 5771 9589 4971 8380 6196 5151 7392 2923 3722 4795
"DUF1127 domain-containing protein_1" 80 1957 1085 1601 161 218 94 79 166 733 930 1321
"crossover junction endodeoxyribonuclease RuvC" 270 371 270 330 223 321 249 235 347 344 502 643
"Holliday junction branch migration protein RuvA" 533 611 361 634 436 661 539 444 569 461 590 799
"Holliday junction branch migration DNA helicase RuvB" 747 533 383 635 502 839 610 538 747 476 694 916
"hypothetical protein_139" 1264 569 424 753 719 1201 846 704 997 486 571 989
"tol-pal system-associated acyl-CoA thioesterase" 189 114 108 84 168 245 173 134 241 115 162 181
"protein TolQ" 848 621 610 1541 620 1122 873 736 1024 516 743 787
"protein TolR" 2147 1003 770 1125 1392 1990 1458 1441 1973 719 1019 1374
"energy transducer TonB" 2540 1011 752 1438 1740 2550 1834 1837 2439 711 917 1423
"Tol-Pal system beta propeller repeat protein TolB" 2840 1573 1265 2056 2419 3648 2914 2607 3495 1253 1562 2138
"peptidoglycan-associated lipoprotein Pal" 414 378 300 654 460 732 480 436 682 396 541 509
"tol-pal system protein YbgF" 1524 1007 761 1701 1147 1879 1441 1219 1652 768 1097 1335
"tRNA lysidine(34) synthetase TilS" 946 349 322 574 582 818 677 546 855 240 381 454
"ATP-dependent zinc metalloprotease FtsH" 17335 21381 15654 25570 11462 17092 13142 11919 16611 19727 29127 35113
"sulfurase" 1374 689 474 679 755 1107 944 897 1254 584 735 1056
"formate--tetrahydrofolate ligase" 3054 6496 5464 9375 2370 3240 3402 3202 4157 2336 2508 4430
"chorismate mutase_1" 253 226 233 445 238 411 323 296 350 178 147 255
"bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD" 1115 775 680 1104 804 1303 1006 944 1306 571 615 1044
"PaaI family thioesterase_2" 83 81 72 60 97 119 109 99 125 84 104 160
"ligase-associated DNA damage response endonuclease PdeM" 182 91 109 110 183 246 161 169 228 97 122 222
"ligase-associated DNA damage response DEXH box helicase" 1148 1534 1190 1670 1183 1618 1078 990 1431 1147 1744 2260
"ATPase_1" 674 1386 1051 1309 906 1330 1524 1266 1481 549 718 1062
"prepilin peptidase" 361 333 304 521 238 397 367 276 368 212 303 403
"tetratricopeptide repeat protein_3" 712 1396 1326 2355 943 1501 1080 1053 1394 975 1143 1841
"tetratricopeptide repeat protein_4" 505 452 331 486 436 634 550 459 620 230 310 515
"type II secretion system F family protein_1" 962 2087 1667 2380 1099 1645 1655 1531 1840 733 999 1547
"type II secretion system F family protein_2" 1416 2438 2089 3357 1174 1666 1831 1478 1963 857 1077 1620
"CpaF family protein" 1017 2487 1956 3192 1350 1801 2050 1722 2100 914 1168 1779
"AAA family ATPase_4" 1429 3325 2600 3906 1490 2074 1983 1888 2207 1085 1516 2122
"OmpA family protein_3" 883 2363 1570 1780 1271 1803 1429 1290 1874 891 1240 1905
"type II and III secretion system protein family protein" 4258 7289 5743 9162 4180 6093 4100 4476 6150 3610 4687 7047
"Flp pilus assembly protein CpaB" 1705 3255 3427 5777 1883 2910 2887 2572 2868 1432 1882 2475
"hypothetical protein_140" 813 880 810 1620 471 774 764 631 741 325 444 550
"hypothetical protein_141" 16325 41369 22671 25044 28562 37227 34300 34046 42792 15157 20200 29057
"lytic transglycosylase domain-containing protein_1" 290 302 197 259 250 382 345 297 390 221 281 385
"hypothetical protein_142" 122 87 58 44 134 184 128 115 174 53 100 118
"3-oxoacid CoA-transferase subunit B" 2345 1301 947 1895 1741 2283 1979 1932 2583 1911 3266 3118
"CoA transferase subunit A" 1397 1259 918 1603 1852 2269 1938 2179 2877 2108 3444 3210
"type I DNA topoisomerase" 5781 6187 4469 6589 5441 8018 5955 5418 8129 5528 6879 10604
"DNA-processing protein DprA" 916 3577 3395 3395 1998 2587 3565 2954 4174 1050 1461 2658
"metalloprotease TldD" 3653 5007 3803 6996 2709 3581 3068 2632 3387 3865 5847 6940
"cytochrome c oxidase subunit II" 7069 6173 4359 7853 5626 7910 5436 5960 8052 5331 7304 10985
"heme o synthase" 2297 1704 1302 1941 1927 3040 1857 1565 2706 1861 2433 3288
"cytochrome C oxidase assembly protein" 348 286 129 145 261 391 255 157 386 262 413 558
"cytochrome c oxidase assembly protein" 1583 1442 965 1025 1411 2330 1757 1205 1980 1371 1920 2753
"cytochrome c oxidase subunit 3" 5210 4369 2927 3421 4856 7061 4809 4235 6950 4778 6596 9483
"SURF1 family protein" 1093 774 645 848 655 1031 656 736 998 580 712 1238
"threonine synthase" 1812 2473 1726 1871 2146 3165 2318 2200 3290 2027 2324 3799
"insulinase family protein_1" 4004 2042 1501 1986 2477 3819 2686 2841 3974 1643 2111 3247
"GNAT family N-acetyltransferase_7" 500 313 215 215 422 645 539 500 711 234 314 478
"FAD-binding oxidoreductase_3" 1056 641 500 591 728 1248 768 689 1082 440 601 992
"MFS transporter_9" 273 326 229 335 266 382 359 304 341 181 197 413
"fasciclin domain-containing protein" 294 939 688 666 471 931 327 338 445 891 840 2964
"adenine phosphoribosyltransferase" 1431 1646 1126 1085 1727 2446 1852 1894 2514 1076 1442 2198
"S-methyl-5'-thioadenosine phosphorylase" 3042 2710 2022 2337 3356 4908 3861 3734 4761 1723 2334 3425
"helix-turn-helix domain-containing protein_15" 4503 4172 2131 2008 3589 5229 4276 4373 6172 2201 3010 4139
"hypothetical protein_143" 55 7088 78 79 74 112 130 95 125 42 69 96
"hypothetical protein_144" 18 1822 19 20 20 36 36 34 26 10 20 19
"helix-turn-helix domain containing protein" 32 3090 30 28 44 68 54 43 51 24 32 40
"ATP-binding protein_4" 41 2594 39 49 66 83 70 65 71 22 34 52
"hypothetical protein_145" 27 1034 15 13 23 23 22 22 38 13 17 21
"DUF3164 family protein_1" 166 12325 151 185 295 414 318 296 408 159 177 239
"HU family DNA-binding protein_1" 108 8230 72 115 200 261 166 185 288 83 152 202
"hypothetical protein_146" 29 1801 38 36 38 32 48 29 34 13 26 41
"regulatory protein GemA_1" 13 885 19 19 11 21 26 20 23 11 16 16
"hypothetical protein_147" 12 519 10 9 8 14 9 9 8 3 9 13
"hypothetical protein_148" 13 289 9 17 12 17 11 13 11 9 10 11
"hypothetical protein_149" 4 308 7 5 17 23 14 6 10 9 6 20
"hypothetical protein_150" 31 623 23 27 28 73 50 45 59 31 37 62
"phage head morphogenesis protein_1" 135 2058 101 125 137 211 165 132 168 79 100 174
"hypothetical protein_151" 9 436 14 4 14 29 25 18 32 8 19 14
"DUF1353 domain-containing protein" 25 533 10 7 14 19 13 11 19 7 6 19
"hypothetical protein_152" 19 746 8 7 20 18 12 15 22 3 7 8
"lysozyme_1" 114 4872 51 107 85 134 99 107 119 35 40 77
"hypothetical protein_153" 94 9452 46 105 144 188 118 144 202 25 44 46
"hypothetical protein_154" 14 1963 8 16 31 43 28 31 27 6 3 18
"terminase family protein_1" 32 4138 17 28 69 79 55 54 93 12 9 24
"phage portal protein_1" 74 7104 49 68 108 141 123 97 146 20 36 34
"XkdF-like putative serine protease domain-containing protein" 305 25401 100 126 322 517 310 321 455 54 69 96
"P2 family phage major capsid protein" 611 34891 172 232 489 723 683 629 769 92 136 162
"hypothetical protein_155" 36 3977 34 65 69 96 75 49 97 15 20 23
"hypothetical protein_156" 25 1822 17 24 31 64 49 45 88 6 12 18
"phage baseplate assembly protein V_1" 24 1575 5 14 24 37 31 21 26 3 13 10
"PAAR domain-containing protein_1" 12 1185 9 7 18 29 17 23 22 3 8 16
"GPW/gp25 family protein_1" 22 1615 10 16 31 46 23 20 40 7 22 20
"baseplate J/gp47 family protein_1" 40 2567 13 21 46 53 40 46 54 9 26 17
"phage tail protein I_1" 40 2195 7 14 33 41 32 26 45 7 12 20
"phage tail protein_1" 161 8869 61 98 161 202 149 123 264 44 62 106
"hypothetical protein_157" 55 3679 37 73 69 103 69 56 69 39 37 61
"phage tail sheath subtilisin-like domain-containing protein_1" 380 16591 244 549 366 540 509 395 488 203 224 256
"phage major tail tube protein_1" 111 4133 61 127 125 181 122 121 123 58 61 95
"phage tail assembly protein_1" 122 5110 90 201 123 161 137 145 149 61 74 89
"phage tail tape measure protein_1" 135 3463 97 160 157 233 176 142 199 67 122 140
"phage tail protein_2" 27 568 16 23 34 50 35 22 31 17 19 26
"tail protein X_1" 3 172 12 4 8 14 14 13 11 5 1 11
"late control protein D_1" 63 931 60 82 74 127 76 79 81 37 49 92
"hypothetical protein_158" 637 805 490 446 733 1035 862 932 1178 425 549 798
"SulP family inorganic anion transporter" 2413 1764 1125 1816 1547 2422 1826 1503 2626 1504 2023 3248
"CatB-related O-acetyltransferase" 297 628 509 902 488 753 756 578 759 460 455 794
"flavin reductase family protein_1" 210 335 248 427 237 366 348 323 354 279 347 487
"N-acetyltransferase_1" 340 150 122 171 167 308 255 195 284 129 179 218
"EcsC family protein" 457 1740 1028 1715 248 303 261 203 306 1187 2479 2029
"DUF1178 family protein" 864 1083 770 1277 598 951 703 594 702 705 1221 1382
"SDR family oxidoreductase_5" 555 486 312 550 368 399 359 357 497 427 700 771
"serine protease" 3214 3294 2682 4141 3048 4898 3625 3456 4786 2305 2958 4599
"glycine--tRNA ligase subunit alpha" 2003 2074 1393 1152 2525 3726 3033 2587 4072 1524 1930 3262
"DUF6446 family protein" 1530 841 802 1007 1024 1523 1422 1086 1496 752 816 1400
"glycine--tRNA ligase subunit beta" 5389 2380 1833 2855 3215 4977 4137 3421 4887 2405 2792 4093
"pyruvate%2C phosphate dikinase" 517 604 475 989 371 663 470 370 547 392 589 633
"cell wall hydrolase" 1203 2409 1377 1517 1264 1784 1476 1293 2161 2070 2744 4023
"dihydroneopterin aldolase" 907 569 393 579 418 693 549 387 690 477 575 808
"dihydropteroate synthase" 789 383 296 409 519 736 551 554 779 317 464 573
"phosphoglucosamine mutase" 2393 898 644 981 1284 2053 1645 1451 2049 784 1119 1346
"DMT family transporter_4" 106 131 83 127 164 280 181 165 235 67 106 164
"EamA family transporter_2" 51 67 74 115 41 67 56 39 60 70 86 77
"ketol-acid reductoisomerase" 2288 5511 3906 5937 2597 3787 3059 2648 3585 3509 4786 6892
"Lrp/AsnC family transcriptional regulator_4" 149 405 408 648 109 169 169 98 155 457 729 637
"M50 family metallopeptidase" 83 193 155 124 148 208 207 132 229 176 228 312
"UbiH/UbiF family hydroxylase" 894 2252 1944 3494 772 1208 862 706 1032 1944 2857 3450
"hypothetical protein_159" 58 2664 2184 3829 63 143 167 84 152 1633 2800 3083
"pyrimidine 5'-nucleotidase" 197 300 226 227 289 507 326 306 483 223 304 443
"GntR family transcriptional regulator_4" 476 604 535 644 496 883 589 550 758 402 485 571
"glycosyltransferase_13" 143 4084 3132 3080 213 287 452 448 574 467 675 1167
"glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit" 3020 3038 2259 3279 3400 5090 4051 3745 5577 2504 2953 4841
"GatB/YqeY domain-containing protein" 48 49 39 69 46 77 54 43 56 62 64 81
"prephenate dehydrogenase" 19 134 78 92 25 40 43 33 29 88 69 193
"DUF2244 domain-containing protein" 36 62 41 71 34 53 61 41 44 44 62 74
"cytochrome c oxidase subunit I" 15430 18854 15032 18357 15128 24057 19179 14989 22316 15148 19772 31089
"HIT family protein" 1056 1317 902 894 1097 1565 1431 1383 1701 675 771 1452
"alpha/beta hydrolase_4" 285 425 280 361 257 326 283 248 503 286 444 544
"lipoyl(octanoyl) transferase LipB" 724 733 409 425 654 913 639 735 1044 392 554 942
"peptidoglycan-binding protein_1" 618 2250 2140 3076 990 1558 1529 1287 1590 1339 1897 2082
"helix-turn-helix domain-containing protein_16" 95 177 161 108 128 187 116 94 225 103 118 198
"hypothetical protein_160" 8 24 9 7 15 23 17 14 14 14 23 16
"hypothetical protein_161" 11 22 12 16 8 22 12 7 23 9 10 12
"hypothetical protein_162" 6 5 3 0 5 3 4 7 12 3 8 6
"DNA cytosine methyltransferase_2" 27 40 32 44 38 46 45 37 58 14 26 49
"hypothetical protein_163" 2 1 0 0 1 2 3 2 1 1 2 1
"hypothetical protein_164" 37 29 12 16 17 33 23 15 34 24 19 32
"N-acyl-L-homoserine lactone synthetase" 93 207 122 45 180 272 282 248 339 87 128 196
"LuxR C-terminal-related transcriptional regulator_3" 637 862 517 211 1150 1487 1281 1413 1942 426 572 1037
"hypothetical protein_165" 1630 1247 895 804 2082 3206 2329 2540 3481 1045 1393 2161
"hypothetical protein_166" 565 1028 1193 1519 688 1449 1359 1016 1270 915 1047 1381
"SAM-dependent methyltransferase_1" 5 3 2 3 2 12 5 15 11 2 6 3
"helix-turn-helix domain-containing protein_17" 18 19 21 23 16 38 22 21 35 8 14 41
"hypothetical protein_167" 4 3 3 3 4 5 0 6 1 0 3 22
"DUF2312 domain-containing protein_1" 2 5 2 9 2 11 4 2 15 2 5 7
"DUF1064 domain-containing protein" 0 4 0 0 2 6 4 2 2 1 1 2
"hypothetical protein_168" 34 40 20 24 31 39 42 32 63 26 27 60
"hypothetical protein_169" 276 1752 1068 570 500 760 1010 945 1230 864 1245 1779
"hypothetical protein_170" 33 47 29 22 19 31 50 39 58 17 14 38
"lysozyme_2" 13 43 27 11 12 26 37 20 34 19 30 43
"bacteriophage spanin2 family protein" 3 5 2 5 2 3 0 7 7 1 3 5
"terminase small subunit_1" 6 10 2 2 2 3 8 6 9 0 2 9
"phage terminase large subunit family protein" 20 34 18 19 13 21 24 23 23 16 21 30
"hypothetical protein_171" 2 6 5 4 4 12 2 3 3 2 2 2
"phage portal protein_2" 6 8 5 7 4 13 9 6 6 1 5 12
"phage major capsid protein_1" 17 17 15 25 17 23 10 14 13 22 17 27
"hypothetical protein_172" 4 15 3 6 6 12 12 7 11 7 3 9
"head-tail joining protein" 3 2 0 1 0 2 8 0 2 2 0 0
"phage tail protein_3" 1 6 2 2 0 2 5 2 0 1 3 1
"hypothetical protein_173" 1 6 5 6 13 12 9 10 10 1 6 12
"phage baseplate assembly protein V_2" 1 5 1 4 1 7 3 0 7 1 1 3
"GPW/gp25 family protein_2" 3 2 0 2 4 2 2 4 3 2 2 0
"baseplate J/gp47 family protein_2" 4 11 6 6 8 8 9 7 15 9 7 11
"phage tail protein I_2" 7 5 10 6 9 12 12 11 15 6 7 10
"phage tail protein_4" 6 13 11 7 8 12 13 7 8 3 6 12
"hypothetical protein_174" 49 66 48 47 52 73 53 65 76 40 61 85
"hypothetical protein_175" 63 61 54 64 64 64 53 87 84 31 61 88
"phage tail sheath subtilisin-like domain-containing protein_2" 38 23 17 10 23 34 44 20 44 22 19 35
"phage major tail tube protein_2" 2 5 4 2 6 2 7 2 1 2 2 3
"phage tail assembly protein_2" 4 0 3 5 5 6 6 3 7 4 4 4
"phage tail tape measure protein_2" 15 15 14 19 17 21 10 22 20 16 14 31
"phage tail protein_5" 8 10 7 5 3 1 1 3 5 2 4 10
"tail protein X_2" 5 0 7 3 5 3 8 9 10 2 5 9
"late control protein D_2" 72 105 93 139 86 120 98 87 123 102 121 138
"integrase arm-type DNA-binding domain-containing protein_1" 252 463 441 739 192 352 313 229 254 403 520 547
"WYL domain-containing protein" 144 217 141 190 121 207 164 141 202 88 160 285
"RidA family protein_1" 77 117 88 32 46 96 57 80 99 52 67 104
"TetR/AcrR family transcriptional regulator_5" 131 257 172 121 146 187 178 160 225 129 169 225
"hypothetical protein_176" 18 127 80 45 63 76 88 74 60 40 51 85
"aromatic ring-hydroxylating dioxygenase subunit alpha_2" 230 408 286 249 261 444 348 336 465 334 365 557
"ferredoxin--NADP reductase_1" 451 1308 826 496 644 882 1173 1021 1405 462 609 1056
"exonuclease" 156 592 437 255 233 371 613 641 817 218 315 402
"DMT family transporter_5" 36 201 118 53 64 110 170 157 208 67 86 124
"LysE family translocator_2" 23 63 33 30 33 43 51 41 71 33 35 45
"Lrp/AsnC family transcriptional regulator_5" 269 390 131 124 145 163 234 169 318 168 243 346
"MFS transporter_10" 91 210 161 123 105 193 132 102 159 210 276 428
"hypothetical protein_177" 49 20 18 21 37 61 49 31 68 18 26 50
"adenosylcobalamin-dependent ribonucleoside-diphosphate reductase_2" 3515 3170 2232 2934 3596 6164 4012 3645 5368 4640 5916 7675
